eventurl,imageurl,eventname,description,attendees,day,date,time,timezone,eventtype,attendees_range
https://www.meetup.com/to-nerd-herd/events/303884046/?recId=ea013c43-35d1-4a76-84dc-d96c4e2d2ba5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/6/c/a/1/event_512427809.webp?w=640,Monthly Board Game Meet Up,Toronto Nerd Herd,7.0,Tuesday,2024-11-26,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/to-nerd-herd/events/303884046/?recId=971205f7-d6f6-4bd6-9728-d77383b19665&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/c/a/1/event_512427809.webp?w=640,Monthly Board Game Meet Up,Toronto Nerd Herd,6.0,Tuesday,2024-11-26,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/comecloudwithus/events/303788424/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/a/8/5/4/event_523843092.webp?w=640,Microsoft Ignite 2024 After Party,Come Cloud With Us,20.0,Tuesday,2024-11-26,05:00 PM,EST,Online Event,10-50
https://www.meetup.com/torontolibertyvillagespeakers/events/304285567/?recId=a052ab33-1e8e-4dc8-b174-5b73b4b2d4cb&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/2/f/2/0/event_524412064.webp?w=640,Lead with Confidence: The Key to Career Advancement!,Toronto Liberty Village Speakers,4.0,Tuesday,2024-11-26,06:00 PM,EST,Inperson,1-10
https://www.meetup.com/avocado-users-group/events/304402660/?recId=eb777328-c29e-4811-b267-1eff00aa5142&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/6/3/f/8/event_524545592.webp?w=640,Avocado User Group: Setup for Registration Success,Avocado Users Group,14.0,Wednesday,2024-11-27,02:00 PM,EST,Online Event,10-50
https://www.meetup.com/flutter-meetup-group/events/304147230/?recId=eb777328-c29e-4811-b267-1eff00aa5142&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/6/4/9/0/event_524365744.webp?w=640,Native vs. Hybrid Development: Which Approach is Right for You?,Flutter Ottawa,18.0,Wednesday,2024-11-27,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/20-30s-toronto-chill-hangouts/events/304295574/?recId=ca0207f6-e21e-4cc7-b673-e4499d180105&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/f/2/c/event_523828460.webp?w=640,GoodVibes Dinner - Nov 27th,20-30s Toronto Chill Hangouts (GoodVibes.to),10.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/flutter-meetup-group/events/304147230/?recId=0dbbe5f3-945e-4ad2-825f-ae7cf54a7273&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/4/9/0/event_524365744.webp?w=640,Native vs. Hybrid Development: Which Approach is Right for You?,Flutter Ottawa,13.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/msexceltoronto/events/304478256/?recId=3fe37e17-c111-4d2b-9879-9e5c663c94c2&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/a/6/5/b/event_524622587.webp?w=640,​Understand what Python can do for you in Excel | ​​Owen Price,MS Excel Toronto,146.0,Wednesday,2024-11-27,06:30 PM,EST,Online Event,100+
https://www.meetup.com/the-toronto-philosophy-meetup/events/304703974/?recId=ecbcb225-ad90-444b-9ca1-6a88044b211b&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/8/a/4/event_524830404.webp?w=640,Andrew Sepielli: On “Moral Polarism”,The Toronto Philosophy Meetup,5.0,Wednesday,2024-11-27,04:00 PM,EST,Online Event,1-10
https://www.meetup.com/new-york-success-empowerment-network/events/304594291/?recId=251c7b67-c8a5-4a68-81b6-f9dfea325528&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/c/a/6/event_524719622.webp?w=640,Create Your Perfect One-Liner to Unlock Opportunities and Boost Revenues,Success Empowerment Network - New York,5.0,Wednesday,2024-11-27,02:00 PM,EST,Online Event,1-10
https://www.meetup.com/vaughaninvestorsclub/events/304148798/?recId=6991e218-3734-4bd7-bfac-5906455bd333&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/4/e/f/4/event_524240212.webp?w=640,Vaughan Investors Club | November Social Mixer,Vaughan Investors Club,2.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-starseeds-and-lightworkers-collective/events/303801848/?recId=2c86b327-be04-4d36-a2a1-a5d51886f406&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/6/0/6/event_523850694.webp?w=640,Vedic Philosophy and Meditation,The Starseeds and Lightworkers Collective,36.0,Wednesday,2024-11-27,08:00 PM,EST,Inperson,10-50
https://www.meetup.com/new-york-artificial-intelligence-for-good-meetup-group/events/304234268/?recId=eb777328-c29e-4811-b267-1eff00aa5142&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/1/5/c/e/event_524345582.webp?w=640,Can LLM Models Plan?,The Artificial Intelligence for Good Group,28.0,Wednesday,2024-11-27,05:00 PM,EST,Online Event,10-50
https://www.meetup.com/toronto-rosicrucian-regional-cultural-centre-amorc/events/304086943/?recId=792605b2-5e37-4887-bf12-9de6174260d7&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/a/f/e/a/event_524145034.webp?w=640,Questions and Answers with Grand Master Julie Scott,Rosicrucians in Toronto,9.0,Wednesday,2024-11-27,04:30 PM,EST,Online Event,1-10
https://www.meetup.com/toronto-video-game-development-meetup/events/304615125/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/1/f/c/event_499748700.webp?w=640,GameDev Show and Tell (Online),Toronto Video Game Development Meetup,18.0,Wednesday,2024-11-27,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/hhw-downtown-toronto/events/304132397/?recId=ad87c643-857b-4f0b-ae4a-dbdf40b51f4d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/e/2/d/e/event_524218078.webp?w=640,Downtown Toronto In Person: Authentically Connecting for Women in Business,"Happy Healthy Women - Downtown Toronto, ON",2.0,Wednesday,2024-11-27,11:00 AM,EST,Inperson,1-10
https://www.meetup.com/agile-brigade/events/304259501/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/b/2/8/5/event_524385701.webp?w=640,"Fear: Is it your friend, foe or both?",Agile Brigade,19.0,Wednesday,2024-11-27,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/next-you-london-chapter/events/304415988/?recId=ecbcb225-ad90-444b-9ca1-6a88044b211b&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/c/9/c/event_524555996.webp?w=640,Boost Your Confidence: Unleash Your Inner Potential Workshop B4 The Holly Daze,Next You- London Chapter,24.0,Wednesday,2024-11-27,04:00 PM,EST,Online Event,10-50
https://www.meetup.com/jakartatechtalks_/events/303809752/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/e/2/c/8/event_523858056.webp?w=640,Jakarta Tech Talk - AI Tools for Jakarta EE,Jakarta Tech Talks,26.0,Wednesday,2024-11-27,10:00 AM,EST,Online Event,10-50
https://www.meetup.com/barrie-spiritual-experiences-group/events/298262301/?recId=0cd2db16-a304-4ab6-8668-7fcc36bb665e&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/4/9/7/7/event_518238807.webp?w=640,Experience the God Sound: Sound of Soul Event,Barrie Spiritual Experiences Group,7.0,Wednesday,2024-11-27,07:00 PM,EST,Online Event,1-10
https://www.meetup.com/algorithm-assembly/events/304733313/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-15-wide.webp?w=640,GenAI Foundations: Learn & Build with Google’s 5-Day Course,Artificial Intelligence Assembly,7.0,Wednesday,2024-11-27,05:00 PM,EST,Online Event,1-10
https://www.meetup.com/le-wagon-toronto/events/304203433/?recId=31439303-7a23-4e24-ba0a-019b2f46e746&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/4/9/c/event_524289372.webp?w=640,Women in AI: Navigating Bias and Building Careers,Le Wagon Toronto - Learn Tech Skills,18.0,Wednesday,2024-11-27,01:00 PM,EST,Online Event,10-50
https://www.meetup.com/msexceltoronto/events/304478256/?recId=03d746f3-d038-4237-8721-4ae6170412bc&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/6/5/b/event_524622587.webp?w=640,​Understand what Python can do for you in Excel | ​​Owen Price,MS Excel Toronto,310.0,Wednesday,2024-11-27,06:30 PM,EST,Online Event,100+
https://www.meetup.com/taico-toronto-artificial-intelligence-and-cybersecurity-org/events/304485317/?recId=03d746f3-d038-4237-8721-4ae6170412bc&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/0/c/4/event_524621156.webp?w=640,TAICO November 2024 meetup!,TAICO Toronto Artificial Intelligence and Cybersecurity,92.0,Wednesday,2024-11-27,05:30 PM,EST,Online Event,50-100
https://www.meetup.com/new-york-artificial-intelligence-for-good-meetup-group/events/304234268/?recId=6afa3354-e40b-4439-aaf8-ca298426e5e1&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/5/c/e/event_524345582.webp?w=640,Can LLM Models Plan?,The Artificial Intelligence for Good Group,64.0,Wednesday,2024-11-27,05:00 PM,EST,Online Event,50-100
https://www.meetup.com/avocado-users-group/events/304402660/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/3/f/8/event_524545592.webp?w=640,Avocado User Group: Setup for Registration Success,Avocado Users Group,17.0,Wednesday,2024-11-27,02:00 PM,EST,Online Event,10-50
https://www.meetup.com/sooner-safer-happier-americas-bvssh/events/304291560/?recId=a3abd9a5-1b06-4a8f-8603-ceec38a55904&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/0/3/6/event_524416438.webp?w=640,Get BVSSH with Flow Engineering,Sooner Safer Happier - Americas (#BVSSH),93.0,Wednesday,2024-11-27,05:00 PM,EST,Inperson,50-100
https://www.meetup.com/20s-30s-quiet-social-group/events/304668149/?recId=ca0207f6-e21e-4cc7-b673-e4499d180105&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-11-wide.webp?w=640,Make connections with relaxing conversations and art,20s-30s Quiet Social Group,17.0,Wednesday,2024-11-27,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-immigrants-and-newcomers-networking-meetup-group/events/304443202/?recId=915abc17-f289-41ae-b478-147a5900b623&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/d/1/6/e/event_524573614.webp?w=640,"Share, Chill, Connect - Stories from Newcomers and Immigrants",Toronto Immigrants and Newcomers Networking Meetup Group,1.0,Wednesday,2024-11-27,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/_gpug_/events/304669337/?recId=8a38e4da-f57b-400c-a94a-c1708afd33f3&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/d/e/0/event_524808608.webp?w=640,What's New in PHP 8.4,GPUG (GPUG PHP User Group),27.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/thumbs-up-theatre-toronto/events/304633414/?recId=09b8562c-c5e5-4379-b97a-93092aeae886&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/8/0/3/event_524778435.webp?w=640,Lunchtime Guided Walking Tour - QUEEN'S PARK $10,THUMBS UP THEATRE TORONTO,6.0,Wednesday,2024-11-27,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-test-tribe-toronto/events/304452836/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/1/1/d/event_524592573.webp?w=640,Quality Engineering? Quality Assurance? Testing? | In Person Toronto Meetup,The Test Tribe Toronto,37.0,Wednesday,2024-11-27,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/bookclubforhumans/events/304031137/?recId=866279b9-9c70-4ed9-840d-3647ef1d54d3&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/8/2/2/7/event_521973319.webp?w=640,Short Reads Social: Undetermined topic,Book Club for Humans,10.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/the-history-of-parkdale/events/304185459/?recId=09b8562c-c5e5-4379-b97a-93092aeae886&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/9/2/d/a/event_512257594.webp?w=640,North Rosedale: Moore Park and the Brickworks,Toronto History Walks,5.0,Wednesday,2024-11-27,02:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-bitcoin-bay/events/304585455/?recId=ca0207f6-e21e-4cc7-b673-e4499d180105&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/1/0/4/event_524712548.webp?w=640,Bitcoin Bay: Toronto NORTH Richmond Hill - Bitcoin Cryptocurrency Blockchain,The Bitcoin Bay,8.0,Wednesday,2024-11-27,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/frenchmeetup/events/304293525/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/8/3/4/event_524687156.webp?w=640,Soirée en français à la Red Tape Brewery,Le French Meetup de Toronto,22.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/taico-toronto-artificial-intelligence-and-cybersecurity-org/events/304485317/?recId=5f2f3b09-284a-4bd7-b6e7-d12f20639a01&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/a/0/c/4/event_524621156.webp?w=640,TAICO November 2024 meetup!,TAICO Toronto Artificial Intelligence and Cybersecurity,53.0,Wednesday,2024-11-27,05:30 PM,EST,Inperson,50-100
https://www.meetup.com/new-york-artificial-intelligence-for-good-meetup-group/events/304234268/?recId=bdce8a13-25e9-4fa9-b7b9-7a213a1857a0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/5/c/e/event_524345582.webp?w=640,Can LLM Models Plan?,The Artificial Intelligence for Good Group,15.0,Wednesday,2024-11-27,05:00 PM,EST,Inperson,10-50
https://www.meetup.com/the-test-tribe-toronto/events/304452836/?recId=12ad50d8-c4ea-4aca-859c-143eba40015f&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/3/1/1/d/event_524592573.webp?w=640,Quality Engineering? Quality Assurance? Testing? | In Person Toronto Meetup,The Test Tribe Toronto,20.0,Wednesday,2024-11-27,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/sooner-safer-happier-americas-bvssh/events/304291560/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/4/0/3/6/event_524416438.webp?w=640,Get BVSSH with Flow Engineering,Sooner Safer Happier - Americas (#BVSSH),37.0,Wednesday,2024-11-27,05:00 PM,EST,Online Event,10-50
https://www.meetup.com/toastmasters-district-60-toronto-financial-district/events/303871225/?recId=c3a3bbd0-13e0-4b88-840e-ad9888299fa9&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/9/a/1/event_523922465.webp?w=640,Toastmasters at the Albany Club,Toastmasters - Toronto Financial District (DivF),2.0,Wednesday,2024-11-27,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/hhw-downtown-toronto/events/304132397/?recId=bd65e744-d40f-462c-bce1-55a821b0e92c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/2/d/e/event_524218078.webp?w=640,Downtown Toronto In Person: Authentically Connecting for Women in Business,"Happy Healthy Women - Downtown Toronto, ON",2.0,Wednesday,2024-11-27,11:00 AM,EST,Inperson,1-10
https://www.meetup.com/flutter-meetup-group/events/304147230/?recId=8cf85f28-e8b9-4347-b284-88340bf10f39&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/4/9/0/event_524365744.webp?w=640,Native vs. Hybrid Development: Which Approach is Right for You?,Flutter Ottawa,28.0,Wednesday,2024-11-27,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/vaughaninvestorsclub/events/304148798/?recId=b3c8b687-3a5f-4db3-b338-ac591d499771&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/e/f/4/event_524240212.webp?w=640,Vaughan Investors Club | November Social Mixer,Vaughan Investors Club,2.0,Wednesday,2024-11-27,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/montreal-reality-meetup-group/events/304456063/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/1/f/event_524582591.webp?w=640,Introductory Session: Inner Peace – A Skill You Can Learn,Bringing Daily Inner Peace,51.0,Thursday,2024-11-28,07:00 PM,EST,Online Event,50-100
https://www.meetup.com/toronto-arts-and-culture/events/304347017/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/8/9/3/event_521662675.webp?w=640,Arts and Culture Social Mixer,TORONTO ARTS & CULTURE,23.0,Thursday,2024-11-28,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/skeptics-144/events/304605667/?recId=5ffc6214-b232-45ba-8e85-47703f3959cb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/8/e/0/event_19847328.webp?w=640,Skeptics in the Pub Toronto - In-Person Event,The Association for Science and Reason (Skeptics Canada),8.0,Thursday,2024-11-28,07:00 PM,EST,Online Event,1-10
https://www.meetup.com/brainstation-toronto-tech-skills-and-careers/events/304456401/?recId=6afa3354-e40b-4439-aaf8-ca298426e5e1&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/f/e/d/event_524796845.webp?w=640,Starting and Building a Career in Digital Marketing,BrainStation Toronto | Tech Skills and Careers,3.0,Thursday,2024-11-28,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/professional-latinas-network/events/304560062/?recId=bfa48b57-6121-46d2-87da-316ef414ffce&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/4/f/8/event_524698616.webp?w=640,Elevate your Career: Career Strategies for Latina Professionals,Professional Latinas Network,4.0,Thursday,2024-11-28,12:00 PM,EST,Online Event,1-10
https://www.meetup.com/carpe-diem-toronto/events/304347083/?recId=ea013c43-35d1-4a76-84dc-d96c4e2d2ba5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/5/8/1/1/event_521662545.webp?w=640,After Work Social Mixer,"Carpe Diem, Toronto!",6.0,Thursday,2024-11-28,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/torontofilmindustry/events/304542766/?recId=658bd022-a299-44b9-acc4-1eaae9085766&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/a/0/f/a/event_524681210.webp?w=640,NOVEMBER Toronto Film and TV Industry Social evening,The Toronto Film Industry Networking Group,13.0,Thursday,2024-11-28,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-java-users-group/events/304297592/?recId=5f2f3b09-284a-4bd7-b6e7-d12f20639a01&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/8/b/b/4/event_457835764.webp?w=640,AI Patterns as the Architects of Intelligence - Dan Dobrin,Toronto Java Users Group,39.0,Thursday,2024-11-28,06:30 PM,EST,Inperson,10-50
https://www.meetup.com/the-black-social-group/events/304586962/?recId=5ffc6214-b232-45ba-8e85-47703f3959cb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/6/3/d/event_524713885.webp?w=640,🎤🎶  IRIE-OKIE Karaoke Night at The Real Jerk Gerrard! 🎶🎤,The Black Social Group,14.0,Thursday,2024-11-28,09:00 PM,EST,Online Event,10-50
https://www.meetup.com/video-conferences-pour-les-adeptes-francophones-de-claris/events/304457056/?recId=1b2a0cf0-f8aa-480a-b852-253380e70d55&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/c/1/a/event_493991290.webp?w=640,Des nouvelles de Claris!,Vidéo-conférences pour les adeptes francophones de Claris,20.0,Thursday,2024-11-28,01:00 PM,EST,Online Event,10-50
https://www.meetup.com/carpe-diem-toronto/events/304347083/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/8/1/1/event_521662545.webp?w=640,After Work Social Mixer,"Carpe Diem, Toronto!",17.0,Thursday,2024-11-28,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/browserstack-qa-and-software-testing-meetup-group-toronto/events/303866211/?recId=41bf530d-168f-408b-8876-87754b87f026&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/d/f/0/b/event_524397099.webp?w=640,BrowserStack QA meetup - November,BrowserStack QA and Software Testing Meetup Group Toronto,38.0,Thursday,2024-11-28,05:30 PM,EST,Inperson,10-50
https://www.meetup.com/montreal-reality-meetup-group/events/304456063/?recId=eb777328-c29e-4811-b267-1eff00aa5142&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/a/1/f/event_524582591.webp?w=640,Introductory Session: Inner Peace – A Skill You Can Learn,Bringing Daily Inner Peace,24.0,Thursday,2024-11-28,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/browserstack-qa-and-software-testing-meetup-group-toronto/events/303866211/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/f/0/b/event_524397099.webp?w=640,BrowserStack QA meetup - November,BrowserStack QA and Software Testing Meetup Group Toronto,46.0,Thursday,2024-11-28,05:30 PM,EST,Online Event,10-50
https://www.meetup.com/tcjele/events/303267730/?recId=8a38e4da-f57b-400c-a94a-c1708afd33f3&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/f/b/1/event_512788593.webp?w=640,🇨🇳 English Mini Study Event,"TCJELE (中文,日本語,English) Language Exchange",6.0,Thursday,2024-11-28,08:00 PM,EST,Online Event,1-10
